"","RVSN_ADDR_CD","year","misc_n","misc_cost","misc_case","deliv_n","deliv_cost","deliv_case","N46_n","N97_n","O00_n","O01_n","O02_n","O03_n","O05_n","O06_n","O08_n","O80_n","O81_n","O82_n","O83_n","O84_n","Z32_n","O04_n","NA_n","O07_n","N46_cost","N97_cost","O00_cost","O01_cost","O02_cost","O03_cost","O05_cost","O06_cost","O08_cost","O80_cost","O81_cost","O82_cost","O83_cost","O84_cost","Z32_cost","O04_cost","NA_cost","O07_cost","N46_case","N97_case","O00_case","O01_case","O02_case","O03_case","O05_case","O06_case","O08_case","O80_case","O81_case","O82_case","O83_case","O84_case","Z32_case","O04_case","NA_case","O07_case"
"83",11440,2022,340,199544060,1006,682,1910887570,1064,864,1769,38,7,201,51,9,6,15,190,25,409,18,40,50,13,0,0,147808910,2937726460,58844220,3708700,114889750,11068540,1386320,1147140,6969550,430812130,73809790,1216999900,47736760,141528990,17492560,1529840,0,0,1919,14793,140,23,675,99,17,8,19,216,30,734,20,64,125,25,0,0
"84",11440,2023,293,194413100,844,641,1916244450,930,965,1695,42,2,186,35,5,9,9,154,36,396,29,26,43,5,0,0,199880850,3245031580,63777830,169930,111453730,5609990,490110,8443380,1373370,373660550,112839950,1247870890,86354540,95518520,13834170,3094760,0,0,2349,14798,110,4,596,62,7,41,12,172,41,648,31,38,87,12,0,0
"85",11470,2018,259,95048250,720,208,406247650,241,710,1406,50,2,158,29,3,2,15,73,2,104,19,10,64,0,0,0,103931740,1088550480,21939310,78910,62148750,7014640,273120,92160,3501360,113737680,3277680,228489670,31772410,28970210,8621500,0,0,0,1495,10499,136,3,493,52,5,2,29,83,2,123,19,14,113,0,0,0
"86",11470,2019,323,119516130,908,481,1075317030,568,680,1309,61,5,185,45,2,5,16,143,13,255,47,23,100,4,0,0,93156320,1116927150,23541160,1673680,82455120,4453060,26850,3596210,2731420,256081140,30252060,643372120,79486090,66125620,15585380,1038630,0,0,1360,9576,213,21,556,84,2,8,18,168,14,308,47,31,202,6,0,0
"87",11470,2020,303,175704840,915,424,1000855230,556,666,1308,56,5,174,49,2,4,10,125,10,232,40,17,60,3,0,0,103905360,1346147690,74001890,1168960,85102690,8619020,126280,222610,3855760,242832660,24302960,623138490,71513050,39068070,8858000,2607630,0,0,1445,9755,202,19,549,111,2,7,17,153,13,330,41,19,116,8,0,0
"88",11470,2021,293,168177900,878,507,1299114090,676,788,1340,39,5,185,31,3,4,18,161,12,283,25,26,62,8,0,0,118946650,1490847820,43910360,1725930,103447600,9656420,276420,1302010,4554580,352120810,36760470,785873110,49258320,75101380,9981700,3304580,0,0,1688,9599,138,17,620,62,3,7,21,198,14,403,26,35,112,10,0,0
"89",11470,2022,274,152622050,845,440,1231072440,576,646,1259,39,3,176,35,2,4,12,137,4,281,7,11,60,3,0,0,115691150,1748505080,34589970,800870,100898840,6943350,165160,502320,7679240,312217620,10553970,858043770,12727810,37529270,13589520,1042300,0,0,1354,9596,145,12,596,64,2,4,17,146,4,401,7,18,117,5,0,0
"90",11470,2023,219,121451840,648,416,1185760350,553,691,1295,21,0,161,23,5,2,5,115,6,280,2,13,66,2,0,0,126349850,2083404070,28736930,0,88206780,2446690,909700,380390,706700,275725200,16502000,842940160,3867970,46725020,17172330,64650,0,0,1506,10559,74,0,509,43,11,3,6,128,6,389,2,28,172,2,0,0
"91",11500,2018,549,223665470,1420,381,727823820,422,1392,2609,120,9,304,66,2,9,32,134,7,174,51,15,128,7,0,0,208188340,2059129680,76570430,1424390,117947100,12465440,114190,5585360,3036110,204042940,14408520,376312580,84504550,48555230,18966860,6522450,0,0,2958,19026,356,34,833,126,4,15,42,143,11,196,53,19,190,10,0,0
"92",11500,2019,584,249709830,1531,795,1696865050,948,1402,2589,84,23,362,56,2,13,42,233,8,413,95,46,209,2,0,0,191023130,2170310360,64263640,4014600,158911790,7150380,234410,8143570,6595630,397555360,19280610,992857610,172020630,115150840,20340420,395810,0,0,2854,18039,279,58,1001,102,4,24,60,252,9,531,98,58,365,3,0,0
"93",11500,2020,592,268192590,1572,810,1963603580,984,1373,2574,95,7,354,77,3,11,41,255,11,418,89,37,137,4,0,0,204989030,2116760630,65200820,3136740,172942370,11912250,87810,4915270,9278880,479343920,25790010,1184331380,165794880,108343390,15059020,718450,0,0,2833,15821,318,30,1033,126,4,14,43,294,14,539,89,48,220,4,0,0
"94",11500,2021,548,257546220,1383,775,1999576710,962,1435,2576,69,9,325,50,3,9,80,255,13,413,50,44,96,3,0,0,224864280,2325071360,55721180,1171470,164573790,8260150,287670,3065720,22791810,559717950,36358040,1158461800,121331130,123707790,19186740,1674430,0,0,3176,16038,202,22,944,101,5,16,88,280,15,552,53,62,160,5,0,0
"95",11500,2022,540,296572640,1425,821,2240100960,1002,1420,2492,64,4,329,60,4,6,59,287,6,496,8,24,81,14,0,0,220757290,2815150510,55144180,149550,185733700,21055000,144380,881110,14226710,633078110,13831990,1465996660,16608610,110585590,16332160,19238010,0,0,3114,16109,243,8,967,101,4,11,65,298,6,656,10,32,151,26,0,0
"96",11500,2023,481,267502460,1304,766,2228482440,879,1497,2469,64,2,304,55,7,10,29,255,9,470,13,19,110,10,0,0,296946990,3855327330,48844700,510830,186341170,16778110,1329390,2015250,6369890,600726350,26295080,1480820690,37342340,83297980,23689050,5313120,0,0,3450,18651,204,3,919,95,10,15,34,266,9,565,15,24,202,24,0,0
"97",11530,2018,352,166313830,1062,299,568600620,390,931,1727,60,3,216,46,1,8,17,108,11,159,10,11,41,0,0,1,124113840,1279457980,73736490,1370070,78240900,10115100,11130,370590,2399680,161448860,21604440,341037990,14528810,29980520,8345770,0,0,69870,1820,12875,257,10,674,82,1,12,23,125,12,228,11,14,73,0,0,3
"98",11530,2019,365,136547740,1109,565,1279111750,789,906,1649,63,4,226,44,3,7,16,171,20,335,15,24,127,2,0,0,103540660,1481337830,39073910,2281640,85963160,2666530,186910,1043010,1844330,305469920,49056380,819772090,26649960,78163400,17984820,3488250,0,0,1746,12825,225,22,753,71,5,10,19,220,27,493,17,32,204,4,0,0
"99",11530,2020,348,176657170,1048,608,1488287400,821,982,1735,72,2,206,45,7,3,12,173,23,340,28,44,133,1,0,0,142848350,2020187120,58819380,958710,104283360,8778670,763140,283640,2731190,347808970,59239720,886280460,52623100,142335150,22558970,39080,0,0,2051,13285,285,3,651,82,8,4,14,212,27,498,28,56,224,1,0,0
"100",11530,2021,391,226566910,1208,739,1941415620,983,1022,1865,57,12,243,51,4,5,14,189,14,477,22,37,156,5,0,0,157973020,2466712110,67699210,2447460,130843480,11259400,566760,2340950,3072550,406336000,37806790,1324062120,50925040,122285670,24921190,8337100,0,0,2133,15179,207,23,830,100,11,10,18,215,17,683,22,46,232,9,0,0
"101",11530,2022,381,183224780,1034,701,1989473050,951,919,1797,41,15,244,51,4,11,9,164,10,488,11,28,151,6,0,0,144734720,2455358170,31014920,2695310,128848810,6489120,420400,2293430,4294380,361400290,44711280,1445614760,26409710,111337010,32034990,7168410,0,0,1849,13990,150,30,730,78,8,16,14,205,13,688,12,33,267,8,0,0
"102",11530,2023,290,174735270,787,713,2092958130,924,908,1710,47,10,165,42,6,3,13,162,19,486,15,31,95,4,0,0,141922840,2822461550,44598350,2214870,97665430,24893380,603350,390080,2366280,382837900,73310080,1485105120,35080780,116624250,28467090,2003530,0,0,1826,14210,154,30,488,78,8,5,18,207,24,632,16,45,208,6,0,0
"103",11545,2018,177,84228210,510,135,279337560,174,407,748,40,1,95,15,3,3,19,39,3,75,15,3,18,1,0,0,55135520,476963110,43898470,153470,36856330,568430,38460,246460,2426740,60607540,5254790,174400630,22823970,16250630,2017310,39850,0,0,803,5285,139,2,310,22,3,6,27,43,3,106,16,6,33,1,0,0
"104",11545,2019,200,100240270,643,235,494313530,319,449,753,38,2,116,20,2,2,19,56,6,135,29,9,63,1,0,0,61151320,598964280,36399280,258050,53768760,4817110,60960,51160,3834400,97839380,20351950,307560510,47767180,20794510,8473350,1050550,0,0,886,5497,141,3,427,33,5,3,30,59,7,212,32,9,108,1,0,0
"105",11545,2020,202,108280610,648,244,597374500,423,444,765,38,2,123,21,3,7,7,47,6,140,41,10,93,1,0,0,60630310,693550110,39723180,57310,53912140,6150880,673630,538640,2122980,122016350,12648490,357628940,77091920,27988800,13716030,5101850,0,0,873,5572,150,3,425,41,4,10,14,58,7,297,42,19,150,1,0,0
"106",11545,2021,184,130569570,538,296,729295130,487,491,844,33,2,106,27,1,2,12,59,4,181,40,12,85,1,0,0,82187700,890850930,62170640,290520,56007360,8267290,119570,158810,2442690,144496570,12885630,454975900,82458410,34478620,13478770,1112690,0,0,1070,6216,99,5,364,47,3,5,13,73,7,352,41,14,148,2,0,0
"107",11545,2022,203,144446390,575,340,934912000,584,449,846,29,4,113,23,3,2,26,41,9,218,50,22,121,3,0,0,66522550,996475070,14751300,936110,64110490,5636780,681790,1039810,4943990,92755100,25949600,601874410,112859490,101473400,32676420,52346120,0,0,886,6074,116,8,354,46,3,5,38,49,12,442,52,29,233,5,0,0
"108",11545,2023,135,67941620,392,293,862036980,513,468,808,22,1,71,21,1,2,15,50,8,187,36,12,70,2,0,0,81103280,1288675420,21193550,96100,39499970,1527540,97140,124550,3150490,131950900,26858820,541521570,80211370,81494320,18908640,2252280,0,0,1013,6603,70,1,256,32,3,2,26,63,10,390,36,14,152,2,0,0
"109",11560,2018,374,127953120,941,269,508720410,333,1054,1739,59,7,213,60,3,9,23,74,10,144,30,11,73,0,0,0,170811770,1566581870,25317540,2534570,87238790,6539760,806870,1327250,4188340,111307670,21801180,299793940,48550280,27267340,12532220,0,0,0,2378,14446,155,27,610,100,5,17,27,83,12,192,33,13,172,0,0,0
"110",11560,2019,389,174434130,1154,659,1428196550,795,966,1755,76,5,238,42,4,16,8,182,27,359,51,40,146,0,0,0,145730270,1695090630,62612050,1097790,95169340,5232510,386640,5542170,4393630,312092990,54027220,850054440,95220650,116801250,24337030,0,0,0,2087,13652,311,23,698,78,4,32,8,200,33,455,57,50,311,0,0,0
"111",11560,2020,412,211708590,1193,633,1625067950,932,972,1756,62,8,256,58,4,8,12,205,21,333,35,39,147,4,0,0,166952900,2289720140,63311150,4848400,124595870,11114400,909420,1482490,2024730,410390100,54717220,966434290,84247950,109278390,24378150,3422130,0,0,2098,14110,237,43,760,102,15,16,16,284,25,522,40,61,270,4,0,0
"112",11560,2021,455,280296590,1325,734,1761063010,1016,1135,2056,62,15,280,52,5,15,22,228,29,399,39,39,165,4,0,0,200522850,3007940060,64304150,32865540,161903670,13793780,267220,3574210,3355110,470262420,72875180,1026126440,87977300,103821670,35885500,232910,0,0,2518,17409,220,50,890,94,8,32,25,289,41,589,42,55,346,6,0,0
"113",11560,2022,382,201489490,1113,817,2185808380,1113,1136,2000,60,6,235,47,8,8,12,207,25,522,25,38,154,6,0,0,198412130,3400203490,57153540,1005710,121986330,7818010,1071110,1850050,2263380,443865450,74769870,1471266140,51909870,143997050,31464620,8341360,0,0,2534,17045,255,13,698,90,13,12,15,254,38,734,27,60,324,17,0,0
"114",11560,2023,312,164074400,893,770,2158588820,967,1148,2023,36,14,195,38,8,7,11,190,25,491,30,34,140,3,0,0,221803060,3951931390,28998300,3568280,116068330,9311090,466600,3388670,1920560,447849440,67582730,1451585930,58891510,132679210,35265510,352570,0,0,2554,18273,131,49,604,69,10,11,16,232,27,619,34,55,335,3,0,0
"115",11590,2018,288,111859240,817,244,479154270,312,858,1525,52,2,164,39,3,14,13,85,12,123,16,8,52,1,0,0,140012950,1663767990,30501340,200380,65131990,9944570,176200,3359980,2421000,125016240,21091390,281686880,27545590,23814170,13902440,123780,0,0,1867,13349,159,6,525,80,6,22,17,114,17,154,18,9,165,2,0,0
"116",11590,2019,343,124683500,1043,559,1245999200,698,791,1521,67,2,187,44,3,19,17,184,24,291,22,38,106,4,0,0,127980790,2003579900,24452230,1025490,82070560,4741780,109740,3669650,2860070,315143650,55455140,720550520,42286950,112562940,29686890,5753980,0,0,1694,14553,232,46,621,84,3,31,22,218,33,374,27,46,318,4,0,0
"117",11590,2020,323,166151900,930,590,1395302060,925,734,1541,50,0,193,45,3,15,15,185,18,334,20,33,111,2,0,0,127738400,2674367700,48442150,0,101766820,12171820,832240,769020,2048200,364982440,42678530,832393310,40248230,114999550,28897100,121650,0,0,1574,15003,187,0,618,76,5,23,19,283,30,541,21,50,308,2,0,0
"118",11590,2021,358,172703380,1121,602,1431417490,974,795,1636,65,3,207,50,2,14,13,190,16,356,12,28,121,4,0,0,141003670,3055774840,45568700,2795220,110654320,7586400,177950,2406910,2425610,392739750,46094710,868900900,21114320,102567810,35905720,1088270,0,0,1740,16207,232,33,717,88,3,19,25,284,29,604,12,45,331,4,0,0
"119",11590,2022,309,203295970,991,664,1789782090,934,773,1583,49,4,200,34,5,4,8,181,11,415,13,44,118,4,0,1,148669740,3284637480,64923630,1383380,111426380,13525940,614570,3248330,2866340,414917940,28401870,1137201300,31673440,177587540,38697070,4192150,0,1115250,1697,15814,171,22,694,62,9,9,16,264,14,577,13,66,352,7,0,1
"120",11590,2023,270,143206280,812,575,1668180610,681,797,1558,42,3,186,25,4,4,4,159,16,361,7,32,132,2,0,0,157292750,3593688120,30966200,786800,104748850,3235590,844530,1157190,1349170,378766180,47893920,1093288970,16838230,131393310,42162160,117950,0,0,1778,16152,132,17,601,38,9,5,7,193,18,425,8,37,356,3,0,0
"121",11620,2018,387,155766760,1155,266,493068910,342,881,1624,71,7,222,51,7,11,14,94,12,138,10,12,73,3,0,1,145846140,1357456340,53052380,1050450,83766640,8537220,2332250,1321900,4861970,139376160,25370690,279487400,19338070,29496590,21443530,827230,0,16720,1904,12629,242,58,707,94,10,17,20,123,14,179,10,16,237,6,0,1
"122",11620,2019,372,159514990,1084,557,1184771730,690,882,1604,76,5,197,54,7,11,19,175,19,309,33,21,120,3,0,0,132654760,1708649210,49952540,372840,87504020,9214990,1817370,1482260,8667230,309684360,48077010,705952040,56533670,64524650,26974510,503740,0,0,1878,13787,278,20,625,94,17,18,27,211,22,398,34,25,305,5,0,0
"123",11620,2020,363,196698070,1105,542,1219554620,797,880,1628,71,6,205,51,4,6,17,146,19,315,33,29,138,3,0,0,129317270,2250943440,75064810,5043760,103190270,7677800,171630,1585760,2624380,281894700,45782950,734597020,65174920,92105030,23739390,1339660,0,0,1786,14028,270,63,644,81,6,12,26,181,27,518,35,36,294,3,0,0
"124",11620,2021,349,187862920,957,615,1505346220,1004,851,1653,65,7,200,48,6,9,12,162,16,383,31,23,145,2,0,0,138792030,2631271350,39515190,14442480,111823440,14385790,436790,2206090,2055010,345393960,42976420,979558780,68278240,69138820,40889490,2998130,0,0,1827,14724,180,18,622,98,6,13,17,227,27,684,35,31,448,3,0,0
"125",11620,2022,331,158436800,930,515,1368665550,705,815,1551,59,8,186,50,3,7,13,141,12,324,8,30,160,5,0,0,144599520,2930002770,35258900,4371630,101540380,5596090,315430,5085740,3643060,298002780,32760700,888830510,17257880,131813680,35620990,2625570,0,0,1744,14190,176,50,575,87,8,11,15,178,16,462,8,41,368,8,0,0
"126",11620,2023,273,138795370,728,487,1396468930,613,848,1584,37,8,157,36,10,8,14,105,16,342,6,18,114,3,0,0,160884220,3051604940,33018140,2510010,85228850,7056260,1125140,1273000,6237700,260328050,47170540,1008081910,16639590,64248840,28478340,2346270,0,0,1870,14648,116,19,485,63,13,13,16,114,18,450,6,25,306,3,0,0
"127",11650,2018,449,159851730,1167,344,715835720,455,1021,2078,76,5,258,81,2,6,20,118,27,175,16,8,60,1,0,0,159670030,2440873550,56426150,693910,90473010,5576160,244470,1788510,4638570,185626170,48794410,412646590,27183940,41584610,10811770,10950,0,0,2188,18276,251,30,716,130,4,10,25,149,46,233,17,10,136,1,0,0
"128",11650,2019,461,181565050,1258,703,1524382190,887,969,1983,101,6,244,67,7,10,21,242,39,348,31,43,68,5,0,0,173314940,2905701800,63347300,1785520,93827430,10084530,126050,1694670,7137040,413095610,88776280,833480290,56449250,132580760,10576100,3562510,0,0,2228,18788,310,36,735,111,9,20,31,275,51,474,36,51,155,6,0,0
"129",11650,2020,408,195548690,1128,714,1793382630,1275,863,2010,62,6,239,55,6,14,22,241,27,378,19,49,55,4,0,0,146047670,3651106180,50174130,2187880,116227800,12096310,656000,2845480,10662320,521144050,59408250,982682340,39887030,190260960,7419380,698770,0,0,1857,20021,216,30,711,99,9,25,34,407,40,714,22,92,100,4,0,0
"130",11650,2021,336,218161270,1105,744,1830180670,1415,824,1998,69,1,183,52,4,6,19,226,29,432,21,36,53,2,0,0,130013790,3904722970,83321930,36510,104511130,13039850,1218330,7722190,7757240,471224370,75081780,1133351540,38910530,111612450,8558220,554090,0,0,1757,19719,281,1,623,94,21,55,25,382,46,906,25,56,118,5,0,0
"131",11650,2022,355,190448310,1037,724,1869281420,1109,752,1855,47,1,216,57,0,13,15,208,23,449,20,24,56,6,0,0,138646090,4064634010,53509850,125380,115174730,11122130,0,4523480,2774440,471128750,44903170,1198811730,48912410,105525360,12802290,3218300,0,0,1597,18825,206,1,664,103,0,26,19,293,31,725,21,39,118,18,0,0
"132",11650,2023,280,132621620,811,612,1717392520,738,910,1852,27,1,183,42,1,3,17,158,16,393,14,31,92,6,0,0,206436990,4662692810,12952340,272830,103288990,6265420,61160,535100,4054960,369164180,41716030,1160162820,35120510,111228980,20993730,5190820,0,0,2000,20077,103,2,586,74,1,6,29,181,17,481,15,44,208,10,0,0
"133",11680,2018,467,153840990,1222,350,706495390,470,1075,2119,78,2,266,76,7,10,26,114,16,183,25,12,42,2,0,0,158037140,2386420770,48865310,546610,92465250,4249400,646430,2962570,4071260,177354800,29199170,415841260,47222410,36877750,5700630,34160,0,0,2267,17624,270,4,760,121,9,22,34,137,25,260,33,15,91,2,0,0
"134",11680,2019,462,165587590,1281,692,1574040480,910,1063,2117,118,5,246,53,10,11,18,216,33,387,28,28,52,1,0,0,177169300,2927581960,53783590,793270,96500390,6513920,539630,2314570,5114270,352006700,71150880,1007682170,52465700,90735030,15721820,27950,0,0,2432,19390,351,21,753,97,15,20,23,240,34,573,31,32,136,1,0,0
"135",11680,2020,427,191330380,1163,755,1822231710,1334,947,2114,54,9,247,65,9,10,30,222,37,418,28,50,60,3,0,0,171619520,3501065530,50466850,3747630,112310130,10286140,884400,1479300,10601070,433515470,86413400,1089325550,53459480,159517810,16365550,1554860,0,0,2102,19531,216,45,724,104,16,18,36,333,60,820,30,91,113,4,0,0
"136",11680,2021,377,197552730,1058,810,1991813940,1590,876,2216,51,2,232,54,2,7,25,220,32,486,37,35,61,4,0,0,164518240,3984864960,52692730,491900,118608760,10539200,87520,3083600,11516880,461329320,78295230,1255186230,85815610,111187550,8641050,532140,0,0,1881,20759,184,9,702,97,2,13,44,362,46,1075,46,61,98,7,0,0
"137",11680,2022,412,225992390,1179,732,1836776960,1098,909,2083,64,3,243,47,4,13,32,179,22,453,24,54,59,5,0,1,178152930,4342839960,71949620,2393430,125274820,9354140,646910,5594320,7841050,377876590,77580110,1130073070,50398490,200848700,13694010,2854800,0,83300,1970,20252,260,24,711,76,6,36,58,252,32,707,24,83,138,7,0,1
"138",11680,2023,303,149415370,842,721,2042766790,912,1042,2124,44,2,179,40,6,10,19,155,26,475,26,39,95,3,0,0,231132240,4745665580,37125590,197610,88923600,7708660,1081700,1834500,11788140,358600760,70122140,1393116500,67475050,153452340,23011540,755570,0,0,2351,21609,150,3,551,69,14,20,30,189,34,610,27,52,218,5,0,0
"139",11710,2018,572,223416980,1707,476,923033970,707,1414,2821,96,2,334,88,5,8,33,128,30,253,56,9,57,6,0,0,223180820,2750221540,77181650,3164320,124231760,4868490,87140,309960,5435110,192724340,55121770,557842160,88811200,28534500,12393440,8138550,0,0,3152,22537,383,18,1106,137,7,9,41,172,59,383,82,11,140,6,0,0
"140",11710,2019,582,212429100,1633,1029,2237879610,1517,1523,2885,99,5,343,69,8,14,34,280,46,614,56,33,72,10,0,0,223449480,3162390700,67833680,2580440,124942470,3552880,1380680,1369760,10487380,442175380,107500850,1491783820,100499830,95919730,10960990,281810,0,0,3088,23142,320,20,1052,119,22,22,66,319,94,986,75,43,164,12,0,0
"141",11710,2020,675,355536980,2154,1054,2571456390,1780,1506,3111,102,10,434,76,8,8,32,280,43,646,53,32,65,5,0,0,220386060,4194159540,122213100,13757720,192163410,14382210,2534960,1272590,7558030,535069130,96375260,1712444410,100500130,127067460,21853290,1654960,0,0,2998,26574,454,86,1406,128,22,12,41,391,65,1209,64,51,198,5,0,0
"142",11710,2021,588,314330210,1813,1136,2818339870,2068,1654,3246,84,11,379,61,9,14,27,294,53,729,38,22,76,3,1,0,258058160,4962793120,96604170,3914900,188449630,6021850,1348310,4522700,13193450,599290990,138839010,1901426760,81459540,97323570,20085040,275200,2883720,0,3433,29783,334,53,1234,105,18,25,41,403,84,1494,54,33,181,3,1,0
"143",11710,2022,587,277466080,1654,1194,3111846200,1948,1569,3063,62,4,398,67,7,6,38,245,28,818,43,60,86,5,0,0,312211660,5615776300,47812570,1657460,190894940,15296600,1439680,1227660,13777640,536260990,72650350,2180714310,101538010,220682540,22330110,5359530,0,0,3419,28801,229,15,1200,119,16,15,53,328,50,1439,48,83,222,7,0,0
"144",11710,2023,536,265779900,1447,1132,3113320280,1731,1653,3152,59,7,350,46,8,24,40,245,30,755,37,65,180,2,0,0,323916900,6027030930,61496290,1115780,169966000,4931860,3665970,5612720,17130010,565526550,87117880,2110389520,90173060,260113270,32588550,1861270,0,0,3843,30171,205,14,1063,62,17,35,47,293,46,1233,40,119,307,4,0,0
"145",11740,2018,319,146574060,1133,238,470166980,322,797,1503,53,4,203,36,4,7,12,68,13,135,16,6,45,0,0,0,126724380,1410243220,52025380,2345840,83537950,2614570,1714090,741830,3594400,95617870,24728310,308376260,26803790,14640750,13696080,0,0,0,1787,11927,192,19,811,66,9,13,23,85,21,190,17,9,120,0,0,0
