"","RVSN_ADDR_CD","year","misc_n","misc_cost","misc_case","deliv_n","deliv_cost","deliv_case","N46_n","N97_n","O00_n","O01_n","O02_n","O03_n","O05_n","O06_n","O08_n","O80_n","O81_n","O82_n","O83_n","O84_n","Z32_n","O04_n","NA_n","O07_n","N46_cost","N97_cost","O00_cost","O01_cost","O02_cost","O03_cost","O05_cost","O06_cost","O08_cost","O80_cost","O81_cost","O82_cost","O83_cost","O84_cost","Z32_cost","O04_cost","NA_cost","O07_cost","N46_case","N97_case","O00_case","O01_case","O02_case","O03_case","O05_case","O06_case","O08_case","O80_case","O81_case","O82_case","O83_case","O84_case","Z32_case","O04_case","NA_case","O07_case"
"273",27230,2020,235,113541300,541,428,1006279370,454,479,1060,43,3,138,33,6,5,3,56,61,244,46,21,11,4,0,0,43976040,780393940,39918700,2580440,66047740,2780980,605090,363100,339870,100768960,134529560,617291920,88038780,65650150,1066080,905380,0,0,725,6541,136,19,311,51,7,9,3,58,64,265,46,21,18,5,0,0
"274",27230,2021,226,110135700,509,507,1324442480,564,593,1219,40,2,127,45,3,6,1,66,58,320,46,17,11,2,0,0,64863130,1310814290,35322240,932550,60728150,11684090,285650,642490,29800,131754800,147682530,887919670,96635450,60450030,1730940,510730,0,0,1049,9492,112,3,291,77,7,14,1,66,59,370,46,23,34,4,0,0
"275",27230,2022,236,133044250,565,513,1325865060,530,643,1192,34,8,144,32,2,5,5,91,48,322,20,32,20,6,0,0,65442900,2597546220,45232340,1818780,74952160,3060920,124180,461230,3008760,189686070,121911140,856407550,46384500,111475800,2250770,4385880,0,0,1139,12391,151,22,323,49,3,5,6,91,48,334,21,36,33,6,0,0
"276",27230,2023,208,106998640,450,464,1245355830,503,624,1134,30,3,138,25,3,4,4,79,54,304,13,14,14,1,0,0,55267370,2563118500,34563770,489600,58889310,11577400,211470,155850,1036930,183061030,145086550,842757890,27577760,46872600,2119380,74310,0,0,1100,11814,92,4,291,47,5,4,5,81,57,333,13,19,21,2,0,0
"277",27260,2018,184,69229080,421,130,242769910,153,357,873,38,0,109,21,0,4,11,41,18,66,2,3,14,1,0,0,32549980,507230460,26979090,0,33217490,1315870,0,1706870,1684660,58890380,29413210,142175060,3210000,9081260,2362480,4325100,0,0,551,5710,107,0,262,34,0,5,11,45,19,84,2,3,20,2,0,0
"278",27260,2019,182,81570830,448,293,635587490,337,332,806,33,0,113,20,3,4,7,98,32,143,9,11,9,1,0,1,34887860,589449290,36039450,0,40626670,2205610,802750,288420,1542390,165946310,65436720,340363660,15606460,48234340,858590,25240,0,40300,538,5490,135,0,262,28,10,4,7,105,35,175,9,13,11,1,0,1
"279",27260,2020,173,75881420,443,285,655689830,322,370,790,31,0,104,26,0,7,4,68,35,164,5,13,6,1,0,0,42023040,937264400,19277780,0,44907590,6766800,0,966880,682360,125262630,71610280,399571800,7516820,51728300,622810,3280010,0,0,710,5972,101,0,276,45,0,15,4,73,38,189,7,15,10,2,0,0
"280",27260,2021,214,128361790,555,349,844663180,406,468,960,46,3,132,23,2,1,7,69,42,220,9,9,17,0,0,0,53267380,1371898320,58882210,1833040,55744620,7700490,183170,88930,3929330,131938850,99065080,562611240,17651230,33396780,2284970,0,0,0,817,8507,159,13,338,27,3,1,14,71,45,272,9,9,26,0,0,0
"281",27260,2022,174,90924870,464,397,1031652010,445,441,925,29,2,119,15,0,4,5,61,58,262,6,10,12,0,0,0,48296530,1856393800,28815990,1372240,55260770,1647550,0,2880070,948250,125886770,150415560,705891870,13854410,35603400,1794010,0,0,0,785,9134,110,14,306,24,0,5,5,63,65,300,6,11,27,0,0,0
"282",27260,2023,153,64766690,326,358,976705350,407,524,931,21,1,92,30,3,3,2,54,37,254,2,11,2,1,0,0,62873850,2180277050,16351650,64930,41499930,4687230,328250,458440,214340,130609460,106506820,697535030,5338040,36716000,105130,1161920,0,0,1131,9885,53,2,216,41,7,4,2,56,40,298,2,11,2,1,0,0
"283",27290,2018,317,125045360,662,234,463483610,246,604,1437,48,3,185,43,1,3,32,40,20,137,25,12,16,2,0,0,56676470,760612750,46856160,2129650,63085970,6770170,54950,263540,3982510,59847730,35329380,289019470,34398590,44888440,1713550,1902410,0,0,971,9169,138,17,392,72,1,6,34,42,21,145,25,13,20,2,0,0
"284",27290,2019,272,126452250,640,530,1184106580,561,646,1298,42,3,169,34,2,2,19,104,28,321,47,30,12,1,0,0,60500120,810388700,43691100,1453130,68399840,6686380,343790,976850,4879040,164969800,55515620,798212610,76817070,88591480,653900,22120,0,0,1007,8150,173,23,365,51,3,2,22,105,28,344,47,37,14,1,0,0
"285",27290,2020,299,147820780,726,459,1096397050,500,554,1300,56,0,168,41,2,9,23,68,27,307,40,17,8,0,0,0,60292980,1204616490,47980090,0,86895880,8419500,201750,732870,3590690,117272770,67060150,772505270,68404590,71154270,880990,0,0,0,959,9022,205,0,387,73,3,15,43,69,28,343,40,20,16,0,0,0
"286",27290,2021,277,153827910,635,574,1416419940,680,685,1314,42,3,166,47,2,2,12,84,33,378,50,29,9,3,0,0,70862420,1527191650,62216350,589740,66165870,13059870,92360,415470,4070620,155463460,87995760,975665320,88243930,109051470,1117320,7217630,0,0,1321,10334,144,8,374,84,3,4,13,88,34,478,50,30,24,5,0,0
"287",27290,2022,284,150068660,678,506,1333121830,559,718,1331,46,1,169,45,1,4,17,60,34,355,43,14,12,1,0,0,76239690,3017317050,52415660,229520,77851730,15798720,26650,175260,3456080,115886430,88489050,1004742340,78115480,45888530,1416950,115040,0,0,1491,13716,146,2,428,75,2,6,17,62,35,405,43,14,17,2,0,0
"288",27290,2023,201,115279750,496,539,1500456570,615,702,1301,31,1,123,29,2,0,12,57,33,391,31,27,12,3,0,0,64102510,3148680060,41206950,58710,62636540,6399260,423010,0,2999400,124690890,92296920,1100703370,60293820,122471570,1745220,1555880,0,0,1353,13559,85,1,321,62,7,0,15,60,35,458,31,31,15,5,0,0
"289",27710,2018,220,104944450,493,164,325406850,175,441,1034,39,0,126,31,0,5,17,41,12,98,5,8,8,2,0,0,36770260,522849440,50738470,0,43904630,5011370,0,2349270,1776750,56000720,19453180,223665760,6538350,19748840,626300,1163960,0,0,643,6860,131,0,287,46,0,8,19,44,12,106,5,8,12,2,0,0
"290",27710,2019,210,94016940,535,406,906730210,430,497,981,35,1,129,25,3,2,14,62,32,254,41,17,13,1,0,0,47842620,639545580,35415100,158720,48445130,4246370,477440,1525540,3070160,96100770,63265530,618321700,66861020,62181190,1181450,678480,0,0,767,6408,134,2,319,40,9,2,28,62,33,268,45,22,27,1,0,0
"291",27710,2020,209,94075350,496,381,939576300,433,481,967,29,1,127,38,2,4,6,61,29,239,36,16,6,2,0,0,43285250,848567790,27398110,1255590,51263050,10353330,259340,216640,850560,133832270,65236150,619802110,63586300,57119470,599330,2478730,0,0,756,6545,128,4,287,62,3,4,6,66,30,278,36,23,11,2,0,0
"292",27710,2021,212,123230870,578,445,1091755230,513,562,1011,37,2,131,29,3,1,7,55,32,302,41,15,5,2,0,0,51069010,1194461200,36446550,575850,64738790,14751710,313040,29970,5235350,103182880,79945860,785432030,74028510,49165950,1195220,1139610,0,0,911,7827,151,5,355,45,7,1,9,57,34,365,41,16,9,5,0,0
"293",27710,2022,198,111701210,479,460,1150709640,512,517,972,20,2,133,30,1,2,9,50,38,324,30,18,8,1,0,0,52473780,2266081120,28298880,3486720,62198020,13094510,125760,956110,1641090,102685500,99660710,827324370,54121570,66917490,696860,1900120,0,0,954,10171,62,31,326,41,2,3,13,50,38,376,30,18,14,1,0,0
"294",27710,2023,169,80125540,398,444,1192535790,504,519,987,16,0,121,19,3,2,6,45,20,327,38,14,7,2,0,0,55340640,2307703340,12252030,0,54644730,11160790,719200,66470,1196560,100539770,55201560,891810380,77500510,67483570,2184630,85760,0,0,992,10217,50,0,297,36,5,2,6,48,20,379,41,16,25,2,0,0
"295",28110,2018,83,29303730,230,52,95788950,92,222,344,21,5,42,7,1,1,6,30,2,19,0,1,12,0,0,0,37378350,418295700,10730500,1420750,15235530,913660,67370,555560,380360,45581890,3632470,44533430,0,2041160,1515560,0,0,0,448,3198,59,13,130,12,5,1,10,55,2,34,0,1,27,0,0,0
"296",28110,2019,56,23870770,166,125,253756310,237,197,334,11,2,33,6,1,2,1,35,2,74,3,11,24,0,0,0,26949960,414922790,7667650,373150,15273430,506610,11210,27510,11210,58561130,5443090,158025280,4964690,26762120,4544870,0,0,0,397,2976,31,4,118,9,1,2,1,60,3,147,5,22,73,0,0,0
"297",28110,2020,104,48805640,322,144,320022980,222,259,445,16,0,62,17,1,2,6,37,10,82,4,11,27,0,0,0,55251660,720520120,16460920,0,26650760,3457410,155570,610120,1470860,74799030,29831090,184913570,5291500,25187790,3875250,0,0,0,655,4195,72,0,201,32,1,2,14,51,13,141,4,13,70,0,0,0
"298",28110,2021,81,39636660,266,182,489686400,311,298,492,9,7,56,3,1,0,5,54,4,113,3,8,28,0,0,0,49521900,855884730,7294650,1667130,28660700,373430,24870,0,1615880,122187310,11817130,321575720,5385190,28721050,4630810,0,0,0,689,4383,45,9,194,6,1,0,11,79,6,205,3,18,88,0,0,0
"299",28110,2022,80,37146700,243,191,484332060,316,291,475,5,1,47,10,0,3,11,46,4,123,4,14,24,3,0,0,50389680,720079750,6282320,241280,22860770,2663020,0,692020,3511940,102164430,9877900,326624900,8679960,36984870,8391950,895350,0,0,641,3612,22,2,159,13,0,6,36,68,5,218,4,21,73,5,0,0
"300",28110,2023,92,61228340,280,210,577386640,334,415,569,15,4,50,11,2,1,9,52,6,132,4,16,20,0,0,0,80301020,1047032040,25924570,430790,31721210,1224000,161590,156640,1609540,119976490,18023950,374409170,11463610,53513420,5107890,0,0,0,977,4921,60,9,174,14,4,3,16,77,6,221,5,25,45,0,0,0
"301",28140,2018,35,11446360,106,23,40048040,31,102,186,6,3,22,2,0,1,1,10,0,11,0,2,10,0,0,0,15196870,183360250,519610,213770,10167730,41500,0,93800,409950,14002750,0,22055680,0,3989610,1698150,0,0,0,199,1560,13,6,82,2,0,1,2,15,0,14,0,2,39,0,0,0
"302",28140,2019,39,15666230,121,63,120713970,94,90,137,15,1,20,2,0,1,0,28,1,32,0,2,12,0,0,0,12415520,185395730,7858300,29880,7647580,114590,0,15880,0,45979720,1915280,66334520,0,6484450,1348680,0,0,0,167,1223,61,1,55,3,0,1,0,34,3,55,0,2,34,0,0,0
"303",28140,2020,30,10476680,73,38,84338980,64,90,144,7,0,19,4,0,0,0,16,3,16,0,3,10,0,0,0,14999990,207244880,574600,0,9131470,770610,0,0,0,38312580,6717510,32051630,0,7257260,1813650,0,0,0,190,1151,14,0,51,8,0,0,0,27,3,31,0,3,33,0,0,0
"304",28140,2021,30,17878980,89,55,121666110,88,107,155,7,1,18,3,1,0,0,14,1,37,2,1,18,0,0,0,16626550,311154550,6734940,99020,9275100,248170,1521750,0,0,27466740,2624510,84788530,4260760,2525570,2792840,0,0,0,231,1446,22,2,58,4,3,0,0,19,1,65,2,1,62,0,0,0
"305",28140,2022,32,13382620,69,55,123346680,90,107,173,6,0,17,7,2,0,0,20,1,28,0,6,21,0,0,0,22155170,364671130,3161210,0,7565690,2541480,114240,0,0,44761110,2306350,57971820,0,18307400,2224830,0,0,0,256,1556,12,0,44,11,2,0,0,31,2,49,0,8,46,0,0,0
"306",28140,2023,14,13684910,57,75,185858150,115,82,144,5,0,7,2,0,0,0,21,1,47,1,5,6,0,0,0,13300420,218326930,9347670,0,3730360,606880,0,0,0,46494100,3711070,116251810,2041920,17359250,510290,0,0,0,184,1097,27,0,24,6,0,0,0,29,1,78,1,6,10,0,0,0
"307",28170,2018,273,96676130,734,193,352136290,239,681,1245,78,4,141,35,2,4,7,77,6,103,0,7,104,2,0,0,107822340,1435885090,35874990,594060,49943480,5955490,87100,442010,3349670,122236570,10356810,197217930,0,22324980,17002670,429330,0,0,1431,10619,233,5,420,48,3,8,15,85,11,129,0,14,285,2,0,0
"308",28177,2018,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59460,24820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309",28177,2019,306,109320900,778,390,769800820,498,744,1210,108,12,145,31,2,6,2,134,12,208,6,30,157,0,0,0,115183570,1539709870,44089870,2011130,58032430,3996180,400870,476940,313480,228243700,25006910,426988930,10533890,79027390,24703620,0,0,0,1568,10012,273,23,434,37,3,6,2,146,13,291,6,42,527,0,0,0
"310",28177,2020,259,133999880,720,398,920303930,548,706,1130,63,8,147,34,1,6,0,115,10,225,5,43,191,0,0,0,119422250,1969812020,41768650,1507850,81741350,8556760,79790,345480,0,226651270,24766300,569516590,8732010,90637760,27821560,0,0,0,1540,10253,199,18,439,54,1,9,0,166,12,315,5,50,622,0,0,0
"311",28177,2021,257,124272490,760,453,1031425960,637,706,1130,65,16,139,23,3,4,4,129,17,269,6,32,165,3,0,0,133286800,1896450780,43082150,2091560,73544740,2542890,400420,291390,935150,282016970,44953090,612366030,13595560,78494310,28458470,1384190,0,0,1671,9672,252,27,426,36,6,5,5,190,17,388,7,35,528,3,0,0
"312",28177,2022,266,144015240,846,462,1051857550,656,771,1184,48,14,170,19,2,8,0,129,24,277,2,30,157,4,0,1,141504790,2101151410,44179410,2681310,87174660,2636080,48180,2816640,0,265631980,66605780,634332100,3974430,81313260,27916660,4473030,0,5930,1744,10078,202,20,563,32,2,17,0,186,28,403,2,37,462,9,0,1
"313",28177,2023,218,105973630,595,486,1270470450,696,818,1265,31,15,137,27,2,2,2,140,14,293,5,34,76,2,0,0,164507770,2522270750,13830350,3038780,77896220,5323880,398980,1346670,2123380,321879240,43185160,764730260,24203470,116472320,15691460,2015370,0,0,2072,10821,98,19,410,44,5,13,4,222,18,394,7,55,138,2,0,0
"314",28185,2018,227,75289410,658,150,294804570,173,644,1135,63,7,124,24,2,5,2,57,5,73,2,13,121,0,0,0,91330530,1259089140,25826480,451130,43917650,2497560,2386210,173550,36830,87776950,8827280,162537510,3380240,32282590,12534950,0,0,0,1252,9522,232,8,366,40,2,7,3,62,8,84,2,17,283,0,0,0
"315",28185,2019,256,112094690,682,400,826934790,475,703,1201,70,11,142,25,2,3,2,164,14,189,7,26,197,1,0,0,102556630,1537362460,38780730,3706000,56565080,12345220,175270,134940,365100,280812070,32152810,439482780,12971070,61516060,28978980,22350,0,0,1555,10237,183,33,405,51,3,4,2,176,14,245,9,31,604,1,0,0
"316",28185,2020,305,144497640,862,536,1227641770,715,895,1440,69,11,179,37,0,7,0,209,14,256,9,48,254,2,0,0,142319590,2493629880,48744720,1951910,86431740,5252950,0,2082040,0,396802710,35412390,653044810,14873210,127508650,37272480,34280,0,0,1954,13362,227,28,542,53,0,10,0,297,15,339,10,54,648,2,0,0
"317",28185,2021,373,172717300,1081,691,1670241130,910,991,1687,84,22,204,41,3,14,4,240,25,350,14,62,247,1,0,0,168754460,2594761650,59468280,3742930,99393470,6024560,159870,2137880,78370,495549660,69842640,897634150,32583560,174631120,36921890,1711940,0,0,2210,14543,336,47,599,69,3,20,5,338,26,461,15,70,727,2,0,0
"318",28185,2022,335,149386700,971,697,1748486550,939,966,1546,44,19,204,48,3,8,4,233,30,382,4,48,227,5,0,0,175971750,2559618620,25124980,5477110,95527580,10323560,205900,8952190,323220,518640620,74010180,1011614240,11070330,133151180,43885810,3452160,0,0,2210,13451,158,45,648,92,4,14,4,353,31,487,5,63,552,6,0,0
"319",28185,2023,282,162146640,816,640,1690854020,843,925,1524,48,20,177,24,2,6,2,180,28,389,3,40,111,2,0,1,182536530,2758106420,57170270,5379490,89763640,5392930,166000,1234870,139170,405001290,82379110,1068614080,7618280,127241260,31935800,2558420,0,341850,2272,12914,174,58,527,38,2,11,2,286,31,458,9,59,193,3,0,1
"320",28200,2018,337,118699570,926,268,524737030,304,935,1606,117,13,171,26,4,1,3,109,6,141,4,8,142,2,0,0,134976160,1835520390,51880650,1276550,60442680,3023970,1656890,26350,344230,169281250,9860800,320435640,7803770,17355570,19008760,48250,0,0,1968,14233,327,22,532,32,4,1,5,116,6,169,5,8,408,3,0,0
"321",28200,2019,377,149067710,1054,584,1235393600,679,1049,1625,105,16,205,39,1,7,4,209,20,286,16,53,223,0,0,0,150538340,1993515620,57760790,2500390,83776990,4397240,76300,287830,268170,353577020,46537750,683897150,27872840,123508840,31523650,0,0,0,2209,13891,329,36,614,57,1,9,8,218,30,347,16,68,656,0,0,0
"322",28200,2020,382,174373510,1014,556,1283126480,679,1006,1510,82,33,208,42,5,8,3,185,22,299,6,44,222,1,0,0,145367850,2309969880,57339590,5083910,99765250,6431250,546760,1389610,3737350,360965270,60028690,736700100,14170280,111262140,36906020,79790,0,0,2167,13397,267,58,605,55,6,16,6,244,25,346,9,55,725,1,0,0
"323",28200,2021,337,168855710,910,622,1551004850,792,1010,1616,63,32,188,36,2,11,5,224,20,313,5,60,217,0,0,0,159743980,2191754120,52118330,8391730,97070940,6103810,586240,3515560,1069100,486070880,54836360,805287840,22163890,182645880,46051380,0,0,0,2197,13231,210,69,544,62,4,13,8,323,21,369,8,71,715,0,0,0
"324",28200,2022,328,174102560,906,608,1582307580,745,936,1497,55,35,184,39,1,6,7,183,26,348,1,50,210,1,0,0,157900510,2277002810,60559850,8330460,92282600,9760740,85180,1413450,1107940,402964110,72338850,963813420,1595390,141595810,52315150,562340,0,0,2010,12165,227,56,531,65,1,14,11,269,28,390,1,57,616,1,0,0
"325",28200,2023,308,177532740,799,551,1488910350,711,875,1413,53,30,175,26,6,6,7,170,19,319,4,39,89,5,0,0,160769620,2334000620,43576010,7108760,84835550,10459790,1349750,2423720,1035870,393660040,51164660,898314760,10337200,135433690,30653730,26743290,0,0,1979,11636,154,64,489,47,9,22,7,279,21,352,4,55,191,7,0,0
"326",28237,2018,470,133385260,1235,285,551421080,352,1076,1736,199,8,199,47,6,4,2,85,20,164,5,11,119,5,0,0,140419340,1539226410,53839820,2099340,71145360,4051690,1221650,253820,205600,123902620,38170120,356898510,6467920,25981910,19847400,567980,0,0,2234,14241,516,50,557,84,7,4,3,107,21,198,12,14,276,14,0,0
"327",28237,2019,361,129653620,970,586,1223696740,725,1041,1530,111,6,189,35,3,6,7,168,25,340,15,38,132,4,0,0,143376470,1646775450,49114830,617990,68233380,6927650,215510,1150660,2698520,283928520,56020290,749880040,24576760,109291130,25715760,695080,0,0,2122,13094,311,10,548,65,3,14,14,215,28,425,15,42,395,5,0,0
"328",28237,2020,345,164322830,1030,506,1209758560,585,987,1584,78,12,191,47,4,1,11,128,42,279,17,40,123,1,0,0,134016170,1994623490,57840790,5996380,88698100,9703360,580800,40120,1441820,249160520,104459090,699821280,38304350,118013320,24646350,21460,0,0,1961,13468,286,34,605,80,9,1,14,168,44,313,18,42,390,1,0,0
"329",28237,2021,336,163601540,993,609,1560589440,759,934,1607,77,8,194,33,5,2,15,141,48,368,18,34,105,2,0,0,133007730,1885351660,64727400,900630,84694870,7098580,855370,1125180,3397070,308798480,133156890,982829220,38100640,97704210,31908090,802440,0,0,1804,12860,294,12,580,57,8,12,28,222,49,429,20,39,269,2,0,0
"330",28237,2022,326,151860840,935,600,1560568870,758,872,1567,60,9,198,37,6,3,11,106,40,399,27,28,115,2,0,0,113015780,1810173860,44785610,3137260,91806510,7673370,469390,2118840,1761680,223332300,119921330,1076492210,61566590,79256440,58202340,108180,0,0,1675,11782,200,44,599,60,7,7,16,167,43,483,28,37,322,2,0,0
"331",28237,2023,366,178195440,926,624,1726266780,774,1018,1690,75,11,188,40,11,5,32,107,35,424,17,41,141,4,0,0,152359600,2321330530,65312300,3013900,92163520,6181560,1076620,1794390,3615920,244347650,105562540,1216473280,37436000,122447310,66140270,5037230,0,0,1998,13782,225,26,546,61,12,11,39,178,37,490,17,52,356,6,0,0
"332",28245,2018,193,73124470,491,152,305475240,190,466,841,72,0,98,19,0,2,1,48,6,87,1,10,42,1,0,0,62111950,811036650,36810350,0,32371000,3642990,0,255160,23070,81602000,11758210,190303040,1738270,20073720,6532720,21900,0,0,906,6933,192,0,253,33,0,10,1,66,7,102,1,14,106,2,0,0
"333",28245,2019,166,65540370,413,269,572695380,340,428,705,51,3,87,13,1,6,5,83,8,150,11,17,31,0,0,0,61126930,652487700,31648670,579130,30347450,1100170,11340,1258840,594770,140125030,13708620,352447340,21385860,45028530,4738560,0,0,0,822,5364,128,4,242,22,1,11,5,109,9,189,14,19,56,0,0,0
"334",28245,2020,154,68137800,405,229,513373090,294,381,655,32,1,98,17,1,1,4,63,6,140,9,11,25,0,0,0,63221480,795560030,22575570,204110,37731720,3895980,37090,24360,3668970,109556130,17179330,338932470,20061040,27644120,2938330,0,0,0,791,5479,110,1,256,32,1,1,4,75,10,185,9,15,61,0,0,0
"335",28245,2021,165,93906310,496,257,657012250,351,431,769,41,1,90,18,1,3,11,64,10,168,6,9,30,0,0,0,58527390,931007880,38671550,1282640,36790360,13526000,74650,1121080,2440030,130176950,27808270,458910380,12747870,27368780,8112930,0,0,0,821,6225,170,12,254,28,1,7,24,102,12,221,6,10,78,0,0,0
"336",28245,2022,178,92943230,509,265,718965310,386,443,763,32,3,106,19,0,3,14,65,8,164,4,24,38,1,0,0,53596050,973779180,33705990,2450200,48781400,4287640,0,196010,3488730,137129740,21773200,471455500,9598360,79008510,10630300,33260,0,0,840,5677,127,20,304,27,0,3,27,108,8,238,4,28,98,1,0,0
"337",28245,2023,149,70511980,396,266,754925430,347,421,708,28,2,90,12,2,3,12,65,9,171,1,20,31,0,0,0,60246460,990717800,22134210,479380,43184130,1833000,275250,840090,1765920,158406230,31925130,485615510,2112770,76865790,13994210,0,0,0,839,5425,81,9,259,21,4,4,18,100,9,215,1,22,90,0,0,0
"338",28260,2018,346,124568190,1027,289,555891690,558,872,1606,93,3,199,32,5,7,7,90,13,154,15,17,93,0,0,0,136077590,1568521830,46465410,392520,70937100,5095960,922590,545540,209070,133483340,23059080,338480290,21901960,38967020,13451730,0,0,0,1694,13924,267,8,672,48,8,14,10,182,29,294,16,37,190,0,0,0
"339",28260,2019,384,157004630,1105,681,1495237200,1326,1024,1732,87,6,218,51,5,9,4,214,24,360,26,57,95,4,0,0,158655830,1940381100,57642460,9846110,68823030,15112740,645670,1782260,834180,367468200,48186340,898204630,49486650,131891380,11952830,2318180,0,0,2025,15082,304,21,663,86,7,13,4,378,46,755,32,115,213,7,0,0
"340",28260,2020,408,193199850,1197,724,1747482860,1358,1029,1811,101,18,229,36,5,11,5,210,27,400,34,53,106,3,0,0,167535370,2615189800,77558600,5327880,96873150,8654330,308130,1703620,2664090,491818200,61168910,992278410,69756500,132460840,18826860,110050,0,0,2222,16067,312,48,747,52,6,23,5,377,39,800,34,108,247,4,0,0
"341",28260,2021,408,210692370,1178,760,2081966190,1295,1122,1871,91,18,238,39,6,5,9,192,13,476,38,41,110,2,0,0,172481700,2773423700,81386060,4358450,108777310,10653300,1705280,1560620,1874030,455024660,34622590,1387838040,80284160,124196740,25531630,377320,0,0,2429,16449,292,41,736,65,9,19,10,308,18,869,38,62,305,6,0,0
"342",28260,2022,401,212080080,1204,824,2216918280,1328,1122,1885,82,10,252,31,3,9,8,180,14,551,33,46,123,6,0,0,198934160,3014689300,70225380,1467210,120573860,9626020,294730,4536550,3355370,390821520,40022360,1559846390,70341460,155886550,15016310,2000960,0,0,2492,16233,270,17,824,42,6,15,20,291,22,918,33,64,224,10,0,0
"343",28260,2023,433,204179340,1225,853,2413929640,1240,1376,2198,74,8,265,51,2,13,14,198,15,555,29,56,136,6,0,0,246952300,4090368360,45399900,751310,140638030,8192030,59750,2520980,4470620,454682050,50509420,1658447670,62570360,187720140,34085400,2146720,0,0,3201,19889,237,10,816,89,2,24,34,269,20,827,29,95,267,13,0,0
"344",28710,2018,23,7912700,67,12,22275960,12,47,96,7,0,13,1,1,1,0,5,1,6,0,0,4,0,0,0,5692000,61279140,3138210,0,3940910,86690,11130,735760,0,8117210,1347190,12811560,0,0,570450,0,0,0,90,580,31,0,33,1,1,1,0,5,1,6,0,0,12,0,0,0
"345",28710,2019,17,8786980,79,31,68553340,43,48,100,4,1,11,0,0,0,0,7,0,17,4,3,9,1,0,0,6727430,58952710,5269640,166430,3339700,0,0,0,0,12176490,0,44801360,7067530,4507960,534710,11210,0,0,86,625,45,1,32,0,0,0,0,7,0,24,4,8,12,1,0,0
"346",28710,2020,39,28462310,138,36,84907820,46,57,98,13,1,17,6,2,0,0,6,1,23,1,5,10,0,0,0,5968810,100314180,16195090,251350,7427860,640300,3947710,0,0,9079010,2681150,57770280,1704110,13673270,760770,0,0,0,103,648,69,6,48,11,4,0,0,7,1,30,1,7,17,0,0,0
"347",28710,2021,42,13775820,125,50,131313390,70,57,113,10,3,22,7,0,0,0,16,1,29,2,2,6,0,0,0,9283340,157106790,1712400,994600,10182410,886410,0,0,0,30397990,3043140,90093030,4654090,3125140,458360,0,0,0,120,1017,22,21,70,12,0,0,0,20,2,44,2,2,15,0,0,0
"348",28710,2022,28,15588950,72,43,112134090,48,68,121,7,2,14,4,0,1,0,9,0,27,4,3,9,0,0,0,14741940,241985100,4227010,281590,10271920,290720,0,517710,0,16282430,0,74377290,9222190,12252180,1673060,0,0,0,165,1081,24,4,38,4,0,2,0,10,0,31,4,3,25,0,0,0
"349",28710,2023,21,15039160,52,50,130659500,66,69,119,6,2,8,1,0,4,0,7,4,37,2,0,7,0,0,0,14842900,213256240,9698640,228320,3450350,171270,0,1490580,0,15059770,12328510,101949340,1321880,0,928430,0,0,0,193,915,24,2,16,2,0,8,0,8,4,41,13,0,12,0,0,0
"350",28720,2018,13,5623670,29,3,4875720,3,27,45,4,0,8,0,0,0,1,1,0,1,0,1,2,0,0,0,3617120,66270780,2568840,0,2983140,0,0,0,71690,113640,0,2943680,0,1818400,53710,0,0,0,49,380,4,0,24,0,0,0,1,1,0,1,0,1,2,0,0,0
"351",28720,2019,8,2725250,25,9,16765940,9,27,27,1,1,6,0,0,0,0,6,0,2,1,0,6,0,0,0,3696010,35150550,256250,37240,2431760,0,0,0,0,10557010,0,4669910,1539020,0,957940,0,0,0,50,234,8,1,16,0,0,0,0,6,0,2,1,0,12,0,0,0
"352",28720,2020,9,3552410,28,10,18964900,14,23,32,2,1,5,1,0,0,0,3,1,5,0,1,2,0,0,0,3412140,50507120,227580,231440,2957290,136100,0,0,0,5132350,2120790,9335930,0,2375830,186620,0,0,0,55,286,8,1,18,1,0,0,0,6,1,6,0,1,4,0,0,0
"353",28720,2021,8,2278900,16,12,29078420,16,20,28,1,1,3,2,0,1,0,2,0,9,1,0,2,0,0,0,3046240,42695620,133020,240760,1061950,66000,0,777170,0,3282330,0,23919030,1877060,0,174190,0,0,0,40,214,2,3,8,2,0,1,0,2,0,13,1,0,2,0,0,0
"354",28720,2022,6,1582030,7,18,39066090,28,22,31,3,0,2,0,1,0,0,8,0,8,1,1,5,0,0,0,5413850,54915450,171490,0,1302700,0,107840,0,0,16266270,0,18248300,2044410,2507110,467580,0,0,0,51,258,3,0,3,0,1,0,0,11,0,15,1,1,13,0,0,0
"355",28720,2023,6,1445930,9,12,28594980,16,20,26,1,1,3,1,0,0,0,3,0,7,0,2,3,0,0,0,3211890,54832980,109100,186880,1040830,109120,0,0,0,6744300,0,17826040,0,4024640,728300,0,0,0,43,280,1,1,6,1,0,0,0,5,0,9,0,2,3,0,0,0
"356",29110,2018,45,14899320,105,30,74313360,33,115,211,10,0,22,8,0,1,3,20,1,8,1,0,70,1,0,0,11383680,160772340,5469790,0,7422910,197680,0,392450,685900,29766310,3460490,39338790,1747770,0,12079530,730590,0,0,166,1313,23,0,64,11,0,1,5,20,1,11,1,0,171,1,0,0
